Speech Event	lemmas	tokens	GOETHE_A1 lemmas	GOETHE_A1 tokens	GOETHE_A1 lemmas ratio	GOETHE_A1 tokens ratio	GOETHE_A2 lemmas	GOETHE_A2 tokens	GOETHE_A2 lemmas ratio	GOETHE_A2 tokens ratio	GOETHE_B1 lemmas	GOETHE_B1 tokens	GOETHE_B1 lemmas ratio	GOETHE_B1 tokens ratio	HERDER_1000 lemmas	HERDER_1000 tokens	HERDER_1000 lemmas ratio	HERDER_1000 tokens ratio	HERDER_2000 lemmas	HERDER_2000 tokens	HERDER_2000 lemmas ratio	HERDER_2000 tokens ratio	HERDER_3000 lemmas	HERDER_3000 tokens	HERDER_3000 lemmas ratio	HERDER_3000 tokens ratio	HERDER_4000 lemmas	HERDER_4000 tokens	HERDER_4000 lemmas ratio	HERDER_4000 tokens ratio	HERDER_5000 lemmas	HERDER_5000 tokens	HERDER_5000 lemmas ratio	HERDER_5000 tokens ratio	
GWSS_E_00023_SE_01	1132	6560	254	4321	0,22	0,66	356	4674	0,31	0,71	554	5281	0,49	0,81	414	4723	0,37	0,72	535	4986	0,47	0,76	603	5107	0,53	0,78	653	5184	0,58	0,79	685	5298	0,61	0,81
GWSS_E_00024_SE_01	1145	6541	238	4610	0,21	0,70	330	5080	0,29	0,78	531	5570	0,46	0,85	395	5089	0,34	0,78	514	5269	0,45	0,81	572	5343	0,50	0,82	617	5412	0,54	0,83	639	5438	0,56	0,83
GWSS_E_00025_SE_01	1192	6141	270	4271	0,23	0,70	377	4672	0,32	0,76	600	5140	0,50	0,84	436	4627	0,37	0,75	566	4867	0,47	0,79	630	4959	0,53	0,81	688	5046	0,58	0,82	714	5085	0,60	0,83
GWSS_E_00026_SE_01	1196	5596	235	3713	0,20	0,66	329	4067	0,28	0,73	508	4457	0,42	0,80	400	4047	0,33	0,72	517	4289	0,43	0,77	576	4405	0,48	0,79	624	4474	0,52	0,80	653	4553	0,55	0,81
GWSS_E_00027_SE_01	1354	5135	248	3240	0,18	0,63	383	3564	0,28	0,69	621	4041	0,46	0,79	437	3529	0,32	0,69	587	3794	0,43	0,74	669	3924	0,49	0,76	717	3986	0,53	0,78	764	4072	0,56	0,79
GWSS_E_00028_SE_01	1044	5581	222	3577	0,21	0,64	326	3947	0,31	0,71	527	4447	0,50	0,80	418	4108	0,40	0,74	539	4407	0,52	0,79	610	4542	0,58	0,81	645	4595	0,62	0,82	673	4668	0,64	0,84
GWSS_E_00029_SE_01	920	6442	238	4536	0,26	0,70	333	4953	0,36	0,77	491	5448	0,53	0,85	381	5020	0,41	0,78	473	5249	0,51	0,81	527	5359	0,57	0,83	561	5431	0,61	0,84	591	5484	0,64	0,85
GWSS_E_00030_SE_01	1091	5745	227	3710	0,21	0,65	330	4040	0,30	0,70	532	4728	0,49	0,82	407	4191	0,37	0,73	545	4440	0,50	0,77	611	4608	0,56	0,80	649	4708	0,59	0,82	672	4748	0,62	0,83
GWSS_E_00031_SE_01	1272	6280	261	4140	0,21	0,66	366	4488	0,29	0,71	606	5038	0,48	0,80	443	4539	0,35	0,72	593	4914	0,47	0,78	663	5022	0,52	0,80	725	5127	0,57	0,82	753	5176	0,59	0,82
GWSS_E_00032_SE_01	947	5053	222	3425	0,23	0,68	315	3732	0,33	0,74	483	4144	0,51	0,82	381	3838	0,40	0,76	481	4007	0,51	0,79	528	4105	0,56	0,81	552	4148	0,58	0,82	575	4197	0,61	0,83
GWSS_E_00033_SE_01	1118	5601	259	3846	0,23	0,69	365	4266	0,33	0,76	577	4727	0,52	0,84	434	4194	0,39	0,75	574	4452	0,51	0,79	633	4557	0,57	0,81	666	4606	0,60	0,82	696	4754	0,62	0,85
GWSS_E_00034_SE_01	933	5733	226	3914	0,24	0,68	321	4367	0,34	0,76	519	4921	0,56	0,86	407	4476	0,44	0,78	520	4712	0,56	0,82	562	4788	0,60	0,84	591	4830	0,63	0,84	614	4874	0,66	0,85
GWSS_E_00035_SE_01	614	2792	179	1907	0,29	0,68	248	2065	0,40	0,74	373	2317	0,61	0,83	294	2117	0,48	0,76	355	2233	0,58	0,80	384	2278	0,63	0,82	400	2303	0,65	0,82	415	2326	0,68	0,83
GWSS_E_00036_SE_01	751	2779	198	1767	0,26	0,64	284	1967	0,38	0,71	414	2239	0,55	0,81	316	2055	0,42	0,74	386	2173	0,51	0,78	433	2235	0,58	0,80	456	2270	0,61	0,82	477	2299	0,64	0,83
GWSS_E_00040_SE_01	692	3247	215	2338	0,31	0,72	283	2526	0,41	0,78	428	2839	0,62	0,87	306	2506	0,44	0,77	378	2628	0,55	0,81	415	2692	0,60	0,83	446	2737	0,64	0,84	465	2760	0,67	0,85
GWSS_E_00041_SE_01	793	4096	224	2915	0,28	0,71	307	3155	0,39	0,77	476	3555	0,60	0,87	366	3211	0,46	0,78	462	3373	0,58	0,82	509	3453	0,64	0,84	548	3505	0,69	0,86	567	3538	0,72	0,86
GWSS_E_00042_SE_01	639	2625	196	1785	0,31	0,68	263	1945	0,41	0,74	382	2200	0,60	0,84	300	1993	0,47	0,76	361	2110	0,56	0,80	396	2163	0,62	0,82	424	2206	0,66	0,84	441	2227	0,69	0,85
GWSS_E_00047_SE_01	473	2496	196	1910	0,41	0,77	246	2100	0,52	0,84	346	2306	0,73	0,92	271	2090	0,57	0,84	313	2173	0,66	0,87	328	2199	0,69	0,88	344	2217	0,73	0,89	352	2227	0,74	0,89
GWSS_E_00050_SE_01	382	1607	138	1072	0,36	0,67	177	1176	0,46	0,73	254	1309	0,66	0,81	196	1123	0,51	0,70	231	1170	0,60	0,73	248	1203	0,65	0,75	263	1226	0,69	0,76	272	1252	0,71	0,78
GWSS_E_00051_SE_01	809	4993	223	3587	0,28	0,72	328	3960	0,41	0,79	494	4365	0,61	0,87	368	3979	0,45	0,80	472	4185	0,58	0,84	526	4292	0,65	0,86	555	4337	0,69	0,87	566	4365	0,70	0,87
GWSS_E_00052_SE_01	719	3529	212	2525	0,29	0,72	291	2769	0,40	0,78	420	3016	0,58	0,85	328	2734	0,46	0,77	415	2884	0,58	0,82	438	2930	0,61	0,83	460	2957	0,64	0,84	475	2984	0,66	0,85
GWSS_E_00053_SE_01	510	2511	171	1751	0,34	0,70	242	1963	0,47	0,78	349	2204	0,68	0,88	273	2031	0,54	0,81	318	2094	0,62	0,83	348	2146	0,68	0,85	365	2174	0,72	0,87	370	2185	0,73	0,87
GWSS_E_00054_SE_01	1396	10272	271	7129	0,19	0,69	392	7822	0,28	0,76	650	8688	0,47	0,85	477	7962	0,34	0,78	615	8259	0,44	0,80	686	8434	0,49	0,82	748	8535	0,54	0,83	793	8635	0,57	0,84
GWSS_E_00055_SE_01	729	3302	202	2260	0,28	0,68	280	2419	0,38	0,73	405	2632	0,56	0,80	318	2376	0,44	0,72	395	2505	0,54	0,76	440	2601	0,60	0,79	458	2646	0,63	0,80	471	2671	0,65	0,81
GWSS_E_00056_SE_01	901	5257	267	3846	0,30	0,73	375	4284	0,42	0,81	550	4684	0,61	0,89	402	4220	0,45	0,80	517	4438	0,57	0,84	577	4525	0,64	0,86	607	4571	0,67	0,87	634	4609	0,70	0,88
GWSS_E_00057_SE_01	690	3261	201	2284	0,29	0,70	274	2484	0,40	0,76	402	2783	0,58	0,85	330	2507	0,48	0,77	413	2683	0,60	0,82	443	2725	0,64	0,84	471	2765	0,68	0,85	490	2808	0,71	0,86
GWSS_E_00058_SE_01	1019	6359	276	4696	0,27	0,74	386	5150	0,38	0,81	616	5657	0,60	0,89	448	5105	0,44	0,80	590	5407	0,58	0,85	656	5547	0,64	0,87	699	5602	0,69	0,88	722	5662	0,71	0,89
GWSS_E_00059_SE_01	841	4237	246	3119	0,29	0,74	360	3451	0,43	0,81	531	3757	0,63	0,89	394	3384	0,47	0,80	508	3553	0,60	0,84	547	3606	0,65	0,85	583	3650	0,69	0,86	604	3681	0,72	0,87
GWSS_E_00060_SE_01	961	6207	235	4268	0,24	0,69	328	4675	0,34	0,75	528	5261	0,55	0,85	398	4879	0,41	0,79	515	5182	0,54	0,83	565	5267	0,59	0,85	604	5334	0,63	0,86	628	5382	0,65	0,87
GWSS_E_00061_SE_01	910	5497	251	4036	0,28	0,73	367	4380	0,40	0,80	548	4792	0,60	0,87	406	4264	0,45	0,78	521	4547	0,57	0,83	575	4627	0,63	0,84	613	4703	0,67	0,86	629	4730	0,69	0,86
GWSS_E_00062_SE_01	615	2794	217	2041	0,35	0,73	280	2202	0,46	0,79	394	2404	0,64	0,86	313	2217	0,51	0,79	383	2319	0,62	0,83	409	2353	0,67	0,84	424	2372	0,69	0,85	436	2393	0,71	0,86
GWSS_E_00063_SE_01	640	3194	214	2299	0,33	0,72	294	2555	0,46	0,80	420	2831	0,66	0,89	327	2580	0,51	0,81	410	2731	0,64	0,86	436	2772	0,68	0,87	455	2798	0,71	0,88	473	2824	0,74	0,88
GWSS_E_00064_SE_01	686	3586	213	2504	0,31	0,70	277	2707	0,40	0,75	417	2990	0,61	0,83	324	2710	0,47	0,76	409	2911	0,60	0,81	447	3012	0,65	0,84	472	3044	0,69	0,85	481	3070	0,70	0,86
GWSS_E_00065_SE_01	565	3502	175	2654	0,31	0,76	233	2876	0,41	0,82	333	3134	0,59	0,89	274	2901	0,48	0,83	324	2992	0,57	0,85	350	3030	0,62	0,87	376	3071	0,67	0,88	385	3083	0,68	0,88
GWSS_E_00066_SE_01	464	2981	177	2266	0,38	0,76	235	2448	0,51	0,82	310	2617	0,67	0,88	248	2429	0,53	0,81	285	2501	0,61	0,84	309	2599	0,67	0,87	320	2648	0,69	0,89	328	2663	0,71	0,89
GWSS_E_00067_SE_01	478	2323	165	1719	0,35	0,74	217	1855	0,45	0,80	297	1986	0,62	0,85	236	1790	0,49	0,77	286	1894	0,60	0,82	311	1951	0,65	0,84	325	1973	0,68	0,85	332	1985	0,69	0,85
GWSS_E_00069_SE_01	347	1540	141	1090	0,41	0,71	181	1206	0,52	0,78	230	1313	0,66	0,85	186	1173	0,54	0,76	208	1218	0,60	0,79	219	1240	0,63	0,81	229	1264	0,66	0,82	236	1281	0,68	0,83
GWSS_E_00070_SE_01	373	2025	151	1472	0,40	0,73	191	1626	0,51	0,80	246	1767	0,66	0,87	200	1583	0,54	0,78	229	1670	0,61	0,82	239	1688	0,64	0,83	248	1701	0,66	0,84	252	1723	0,68	0,85
GWSS_E_00071_SE_01	401	2304	161	1753	0,40	0,76	215	1882	0,54	0,82	271	2031	0,68	0,88	219	1823	0,55	0,79	247	1863	0,62	0,81	257	1878	0,64	0,82	267	1892	0,67	0,82	268	1921	0,67	0,83
GWSS_E_00072_SE_01	305	1423	132	1077	0,43	0,76	174	1166	0,57	0,82	223	1278	0,73	0,90	182	1150	0,60	0,81	207	1204	0,68	0,85	217	1224	0,71	0,86	229	1244	0,75	0,87	234	1260	0,77	0,89
GWSS_E_00073_SE_01	393	1981	139	1420	0,35	0,72	183	1544	0,47	0,78	243	1712	0,62	0,86	204	1543	0,52	0,78	238	1593	0,61	0,80	249	1618	0,63	0,82	258	1629	0,66	0,82	269	1675	0,68	0,85
GWSS_E_00074_SE_01	398	2149	170	1637	0,43	0,76	214	1740	0,54	0,81	262	1867	0,66	0,87	228	1713	0,57	0,80	251	1766	0,63	0,82	260	1779	0,65	0,83	271	1792	0,68	0,83	277	1817	0,70	0,85
GWSS_E_00075_SE_01	663	3739	200	2715	0,30	0,73	278	2926	0,42	0,78	412	3267	0,62	0,87	327	3003	0,49	0,80	411	3196	0,62	0,85	450	3282	0,68	0,88	470	3307	0,71	0,88	487	3334	0,73	0,89
GWSS_E_00076_SE_01	1167	7825	270	5616	0,23	0,72	399	6152	0,34	0,79	617	6742	0,53	0,86	461	6158	0,40	0,79	596	6430	0,51	0,82	668	6565	0,57	0,84	727	6670	0,62	0,85	767	6774	0,66	0,87
GWSS_E_00077_SE_01	612	3294	204	2334	0,33	0,71	268	2582	0,44	0,78	387	2836	0,63	0,86	310	2665	0,51	0,81	380	2839	0,62	0,86	411	2875	0,67	0,87	436	2918	0,71	0,89	451	2936	0,74	0,89
GWSS_E_00078_SE_01	512	3260	199	2502	0,39	0,77	267	2756	0,52	0,85	352	2970	0,69	0,91	279	2730	0,54	0,84	335	2843	0,65	0,87	365	2898	0,71	0,89	378	2915	0,74	0,89	385	2934	0,75	0,90
GWSS_E_00079_SE_01	625	2885	187	1984	0,30	0,69	248	2195	0,40	0,76	363	2460	0,58	0,85	301	2233	0,48	0,77	357	2323	0,57	0,81	395	2397	0,63	0,83	416	2440	0,67	0,85	428	2467	0,68	0,86
GWSS_E_00080_SE_01	1109	7005	241	4967	0,22	0,71	359	5401	0,32	0,77	565	5946	0,51	0,85	424	5530	0,38	0,79	545	5777	0,49	0,82	617	5903	0,56	0,84	651	5962	0,59	0,85	676	6007	0,61	0,86
GWSS_E_00081_SE_01	823	6790	248	5068	0,30	0,75	354	5640	0,43	0,83	512	6141	0,62	0,90	390	5580	0,47	0,82	500	5858	0,61	0,86	546	6012	0,66	0,89	574	6059	0,70	0,89	590	6110	0,72	0,90
GWSS_E_00082_SE_01	521	4569	199	3572	0,38	0,78	253	3813	0,49	0,83	336	4143	0,64	0,91	285	3833	0,55	0,84	327	3943	0,63	0,86	343	3973	0,66	0,87	357	4013	0,69	0,88	364	4054	0,70	0,89
GWSS_E_00083_SE_01	394	2300	162	1736	0,41	0,75	214	1879	0,54	0,82	267	2047	0,68	0,89	225	1874	0,57	0,81	260	1951	0,66	0,85	272	1976	0,69	0,86	280	1988	0,71	0,86	288	2001	0,73	0,87
GWSS_E_00084_SE_01	724	4042	209	2941	0,29	0,73	268	3139	0,37	0,78	386	3425	0,53	0,85	309	3026	0,43	0,75	387	3186	0,53	0,79	421	3242	0,58	0,80	437	3262	0,60	0,81	457	3313	0,63	0,82
GWSS_E_00085_SE_01	160	455	79	305	0,49	0,67	96	332	0,60	0,73	119	371	0,74	0,82	103	332	0,64	0,73	116	367	0,73	0,81	117	368	0,73	0,81	119	370	0,74	0,81	121	379	0,76	0,83
GWSS_E_00086_SE_01	121	272	57	178	0,47	0,65	70	201	0,58	0,74	92	237	0,76	0,87	77	214	0,64	0,79	96	238	0,79	0,88	99	242	0,82	0,89	100	243	0,83	0,89	100	243	0,83	0,89
GWSS_E_00087_SE_01	202	603	97	422	0,48	0,70	114	450	0,56	0,75	144	502	0,71	0,83	119	444	0,59	0,74	136	480	0,67	0,80	142	491	0,70	0,81	146	497	0,72	0,82	149	507	0,74	0,84
GWSS_E_00088_SE_01	144	493	72	354	0,50	0,72	82	374	0,57	0,76	99	408	0,69	0,83	82	375	0,57	0,76	101	410	0,70	0,83	104	416	0,72	0,84	108	424	0,75	0,86	110	426	0,76	0,86
GWSS_E_00089_SE_01	212	693	90	477	0,42	0,69	109	503	0,51	0,73	153	599	0,72	0,86	127	519	0,60	0,75	143	547	0,67	0,79	153	560	0,72	0,81	156	569	0,74	0,82	161	576	0,76	0,83
GWSS_E_00090_SE_01	219	821	101	579	0,46	0,71	121	632	0,55	0,77	149	714	0,68	0,87	131	632	0,60	0,77	147	673	0,67	0,82	154	681	0,70	0,83	163	699	0,74	0,85	165	702	0,75	0,86
GWSS_E_00091_SE_01	204	594	100	415	0,49	0,70	124	464	0,61	0,78	156	507	0,76	0,85	130	456	0,64	0,77	153	491	0,75	0,83	158	499	0,77	0,84	163	509	0,80	0,86	164	511	0,80	0,86
GWSS_E_00092_SE_01	154	341	78	228	0,51	0,67	89	245	0,58	0,72	113	273	0,73	0,80	99	249	0,64	0,73	108	263	0,70	0,77	112	267	0,73	0,78	118	282	0,77	0,83	121	286	0,79	0,84
GWSS_E_00093_SE_01	169	460	87	330	0,51	0,72	97	345	0,57	0,75	113	373	0,67	0,81	97	328	0,57	0,71	103	336	0,61	0,73	109	346	0,64	0,75	115	355	0,68	0,77	117	357	0,69	0,78
GWSS_E_00094_SE_01	189	553	89	377	0,47	0,68	101	397	0,53	0,72	135	457	0,71	0,83	112	389	0,59	0,70	121	400	0,64	0,72	128	410	0,68	0,74	133	422	0,70	0,76	137	432	0,72	0,78
GWSS_E_00095_SE_01	194	694	100	508	0,52	0,73	125	579	0,64	0,83	149	611	0,77	0,88	125	552	0,64	0,80	135	563	0,70	0,81	140	573	0,72	0,83	146	589	0,75	0,85	148	591	0,76	0,85
GWSS_E_00096_SE_01	148	356	72	248	0,49	0,70	87	271	0,59	0,76	104	293	0,70	0,82	91	273	0,61	0,77	102	288	0,69	0,81	104	290	0,70	0,81	106	292	0,72	0,82	106	292	0,72	0,82
GWSS_E_00097_SE_01	213	597	99	427	0,46	0,72	115	454	0,54	0,76	148	507	0,69	0,85	120	445	0,56	0,75	134	462	0,63	0,77	142	471	0,67	0,79	147	478	0,69	0,80	152	487	0,71	0,82
GWSS_E_00098_SE_01	211	709	99	505	0,47	0,71	117	547	0,55	0,77	144	597	0,68	0,84	123	540	0,58	0,76	131	550	0,62	0,78	136	558	0,64	0,79	138	560	0,65	0,79	145	571	0,69	0,81
GWSS_E_00099_SE_01	161	448	91	332	0,57	0,74	105	362	0,65	0,81	128	392	0,80	0,88	107	346	0,66	0,77	116	355	0,72	0,79	124	364	0,77	0,81	129	378	0,80	0,84	134	387	0,83	0,86
GWSS_E_00100_SE_01	140	509	73	358	0,52	0,70	85	382	0,61	0,75	109	460	0,78	0,90	93	374	0,66	0,73	102	421	0,73	0,83	104	434	0,74	0,85	109	450	0,78	0,88	113	454	0,81	0,89
GWSS_E_00101_SE_01	231	824	105	553	0,45	0,67	123	588	0,53	0,71	152	661	0,66	0,80	125	599	0,54	0,73	146	643	0,63	0,78	156	661	0,68	0,80	163	671	0,71	0,81	165	673	0,71	0,82
GWSS_E_00102_SE_01	225	686	105	500	0,47	0,73	122	534	0,54	0,78	145	581	0,64	0,85	128	528	0,57	0,77	153	569	0,68	0,83	158	574	0,70	0,84	167	589	0,74	0,86	174	605	0,77	0,88
GWSS_E_00103_SE_01	178	489	83	328	0,47	0,67	94	366	0,53	0,75	119	399	0,67	0,82	99	358	0,56	0,73	116	392	0,65	0,80	123	399	0,69	0,82	125	404	0,70	0,83	128	408	0,72	0,83
GWSS_E_00104_SE_01	164	466	86	350	0,52	0,75	95	362	0,58	0,78	118	404	0,72	0,87	108	377	0,66	0,81	118	388	0,72	0,83	122	393	0,74	0,84	125	397	0,76	0,85	127	399	0,77	0,86
GWSS_E_00105_SE_01	129	315	60	205	0,47	0,65	74	224	0,57	0,71	86	247	0,67	0,78	82	244	0,64	0,77	86	248	0,67	0,79	90	253	0,70	0,80	92	256	0,71	0,81	95	260	0,74	0,83
GWSS_E_00106_SE_01	214	672	103	479	0,48	0,71	127	514	0,59	0,76	144	552	0,67	0,82	127	498	0,59	0,74	139	515	0,65	0,77	148	530	0,69	0,79	156	553	0,73	0,82	159	561	0,74	0,83
