Speech Event	lemmas	tokens	GOETHE_A1 lemmas	GOETHE_A1 tokens	GOETHE_A1 lemmas ratio	GOETHE_A1 tokens ratio	GOETHE_A2 lemmas	GOETHE_A2 tokens	GOETHE_A2 lemmas ratio	GOETHE_A2 tokens ratio	GOETHE_B1 lemmas	GOETHE_B1 tokens	GOETHE_B1 lemmas ratio	GOETHE_B1 tokens ratio	HERDER_1000 lemmas	HERDER_1000 tokens	HERDER_1000 lemmas ratio	HERDER_1000 tokens ratio	HERDER_2000 lemmas	HERDER_2000 tokens	HERDER_2000 lemmas ratio	HERDER_2000 tokens ratio	HERDER_3000 lemmas	HERDER_3000 tokens	HERDER_3000 lemmas ratio	HERDER_3000 tokens ratio	HERDER_4000 lemmas	HERDER_4000 tokens	HERDER_4000 lemmas ratio	HERDER_4000 tokens ratio	HERDER_5000 lemmas	HERDER_5000 tokens	HERDER_5000 lemmas ratio	HERDER_5000 tokens ratio	
FOLK_E_00352_SE_01	690	5578	245	4405	0.36	0.79	345	4851	0.50	0.87	466	5161	0.68	0.93	364	4824	0.53	0.86	441	4988	0.64	0.89	477	5042	0.69	0.90	497	5076	0.72	0.91	510	5092	0.74	0.91
FOLK_E_00353_SE_01	836	7007	316	5753	0.38	0.82	452	6228	0.54	0.89	567	6502	0.68	0.93	386	5938	0.46	0.85	483	6165	0.58	0.88	522	6226	0.62	0.89	548	6274	0.66	0.90	565	6294	0.68	0.90
FOLK_E_00354_SE_01	840	5998	298	4909	0.35	0.82	414	5247	0.49	0.87	543	5468	0.65	0.91	366	5013	0.44	0.84	444	5149	0.53	0.86	493	5220	0.59	0.87	530	5282	0.63	0.88	547	5315	0.65	0.89
FOLK_E_00355_SE_01	993	7647	341	6017	0.34	0.79	487	6607	0.49	0.86	622	6896	0.63	0.90	403	6141	0.41	0.80	492	6418	0.50	0.84	543	6516	0.55	0.85	578	6593	0.58	0.86	608	6655	0.61	0.87
FOLK_E_00356_SE_01	824	4935	280	3814	0.34	0.77	417	4207	0.51	0.85	526	4423	0.64	0.90	335	3898	0.41	0.79	409	4038	0.50	0.82	467	4174	0.57	0.85	503	4226	0.61	0.86	527	4264	0.64	0.86
FOLK_E_00357_SE_01	905	9653	297	7593	0.33	0.79	430	8351	0.48	0.87	572	8806	0.63	0.91	410	8094	0.45	0.84	507	8485	0.56	0.88	550	8567	0.61	0.89	581	8631	0.64	0.89	606	8674	0.67	0.90
FOLK_E_00358_SE_01	2089	19125	344	13514	0.16	0.71	530	14784	0.25	0.77	867	16244	0.42	0.85	520	14565	0.25	0.76	737	15435	0.35	0.81	863	15704	0.41	0.82	946	15929	0.45	0.83	1007	16145	0.48	0.84
FOLK_E_00359_SE_01	579	3595	216	2766	0.37	0.77	292	3042	0.50	0.85	385	3275	0.66	0.91	288	2989	0.50	0.83	337	3128	0.58	0.87	363	3168	0.63	0.88	382	3197	0.66	0.89	390	3206	0.67	0.89
FOLK_E_00360_SE_01	378	2923	161	2259	0.43	0.77	213	2471	0.56	0.85	274	2690	0.72	0.92	212	2481	0.56	0.85	250	2577	0.66	0.88	259	2599	0.69	0.89	277	2625	0.73	0.90	286	2637	0.76	0.90
FOLK_E_00361_SE_01	1790	10754	289	7065	0.16	0.66	451	7781	0.25	0.72	776	8796	0.43	0.82	535	7965	0.30	0.74	766	8630	0.43	0.80	900	8865	0.50	0.82	962	9010	0.54	0.84	1017	9100	0.57	0.85
FOLK_E_00362_SE_01	216	610	131	472	0.61	0.77	149	508	0.69	0.83	176	557	0.81	0.91	144	480	0.67	0.79	158	512	0.73	0.84	162	516	0.75	0.85	170	534	0.79	0.88	170	534	0.79	0.88
FOLK_E_00363_SE_01	248	1017	128	778	0.52	0.76	153	830	0.62	0.82	191	917	0.77	0.90	147	816	0.59	0.80	169	849	0.68	0.83	179	866	0.72	0.85	187	881	0.75	0.87	191	889	0.77	0.87
FOLK_E_00364_SE_01	269	1128	149	895	0.55	0.79	168	942	0.62	0.84	203	1029	0.75	0.91	149	922	0.55	0.82	174	958	0.65	0.85	179	968	0.67	0.86	188	987	0.70	0.88	195	1007	0.72	0.89
FOLK_E_00365_SE_01	388	2436	166	1895	0.43	0.78	205	2023	0.53	0.83	275	2234	0.71	0.92	209	1943	0.54	0.80	245	2042	0.63	0.84	261	2078	0.67	0.85	273	2129	0.70	0.87	285	2150	0.73	0.88
FOLK_E_00366_SE_01	66	128	54	108	0.82	0.84	58	115	0.88	0.90	63	123	0.95	0.96	51	105	0.77	0.82	53	109	0.80	0.85	55	113	0.83	0.88	56	114	0.85	0.89	56	114	0.85	0.89
FOLK_E_00367_SE_01	32	44	25	35	0.78	0.80	25	35	0.78	0.80	28	38	0.88	0.86	23	33	0.72	0.75	25	35	0.78	0.80	25	35	0.78	0.80	26	36	0.81	0.82	28	38	0.88	0.86
FOLK_E_00368_SE_01	144	297	80	226	0.56	0.76	97	247	0.67	0.83	115	266	0.80	0.90	97	237	0.67	0.80	104	244	0.72	0.82	110	256	0.76	0.86	112	259	0.78	0.87	112	259	0.78	0.87
FOLK_E_00370_SE_01	1295	16744	462	13651	0.36	0.82	677	14940	0.52	0.89	904	15651	0.70	0.93	534	13798	0.41	0.82	680	14366	0.53	0.86	768	14581	0.59	0.87	839	14803	0.65	0.88	871	14896	0.67	0.89
FOLK_E_00371_SE_01	375	1839	157	1402	0.42	0.76	208	1575	0.55	0.86	277	1686	0.74	0.92	226	1586	0.60	0.86	267	1647	0.71	0.90	282	1668	0.75	0.91	294	1683	0.78	0.92	302	1692	0.81	0.92
FOLK_E_00372_SE_01	596	3494	236	2742	0.40	0.78	318	2952	0.53	0.84	395	3144	0.66	0.90	269	2771	0.45	0.79	326	2936	0.55	0.84	359	2984	0.60	0.85	376	3014	0.63	0.86	393	3046	0.66	0.87
FOLK_E_00373_SE_01	829	4924	274	3836	0.33	0.78	376	4214	0.45	0.86	504	4466	0.61	0.91	360	4072	0.43	0.83	438	4214	0.53	0.86	492	4290	0.59	0.87	525	4356	0.63	0.88	534	4367	0.64	0.89
FOLK_E_00374_SE_01	870	5791	231	4147	0.27	0.72	342	4599	0.39	0.79	482	4961	0.55	0.86	332	4516	0.38	0.78	427	4735	0.49	0.82	475	4807	0.55	0.83	505	4861	0.58	0.84	526	4887	0.60	0.84
FOLK_E_00375_SE_01	1455	12395	380	9346	0.26	0.75	551	10341	0.38	0.83	769	10968	0.53	0.88	483	10100	0.33	0.81	631	10518	0.43	0.85	710	10663	0.49	0.86	771	10810	0.53	0.87	810	10875	0.56	0.88
FOLK_E_00376_SE_01	246	917	119	677	0.48	0.74	149	740	0.61	0.81	183	803	0.74	0.88	142	709	0.58	0.77	168	774	0.68	0.84	181	791	0.74	0.86	188	804	0.76	0.88	191	808	0.78	0.88
FOLK_E_00377_SE_01	266	870	137	649	0.52	0.75	167	716	0.63	0.82	212	791	0.80	0.91	174	701	0.65	0.81	199	758	0.75	0.87	209	771	0.79	0.89	213	783	0.80	0.90	215	785	0.81	0.90
FOLK_E_00378_SE_01	371	1822	158	1404	0.43	0.77	214	1528	0.58	0.84	256	1630	0.69	0.89	208	1499	0.56	0.82	230	1550	0.62	0.85	243	1565	0.65	0.86	250	1575	0.67	0.86	256	1581	0.69	0.87
FOLK_E_00379_SE_01	449	2659	197	2046	0.44	0.77	269	2238	0.60	0.84	332	2411	0.74	0.91	242	2119	0.54	0.80	279	2197	0.62	0.83	301	2239	0.67	0.84	313	2274	0.70	0.86	324	2287	0.72	0.86
FOLK_E_00380_SE_01	1070	6145	335	4643	0.31	0.76	465	5053	0.43	0.82	653	5505	0.61	0.90	433	5032	0.40	0.82	556	5255	0.52	0.86	622	5364	0.58	0.87	669	5435	0.63	0.88	694	5472	0.65	0.89
FOLK_E_00384_SE_01	767	5931	252	4555	0.33	0.77	351	4994	0.46	0.84	475	5272	0.62	0.89	351	4846	0.46	0.82	429	5007	0.56	0.84	478	5100	0.62	0.86	501	5167	0.65	0.87	517	5198	0.67	0.88
FOLK_E_00385_SE_01	362	1825	157	1271	0.43	0.70	205	1366	0.57	0.75	255	1488	0.70	0.82	195	1312	0.54	0.72	230	1378	0.64	0.76	246	1409	0.68	0.77	259	1446	0.72	0.79	264	1454	0.73	0.80
FOLK_E_00386_SE_01	2422	22294	416	16248	0.17	0.73	643	17930	0.27	0.80	1077	19629	0.44	0.88	640	17605	0.26	0.79	941	18480	0.39	0.83	1128	18945	0.47	0.85	1243	19197	0.51	0.86	1317	19359	0.54	0.87
FOLK_E_00387_SE_01	2426	17021	351	11422	0.14	0.67	534	12442	0.22	0.73	981	14130	0.40	0.83	654	12728	0.27	0.75	966	13665	0.40	0.80	1154	14119	0.48	0.83	1276	14341	0.53	0.84	1364	14555	0.56	0.86
FOLK_E_00388_SE_01	2045	13205	337	9059	0.16	0.69	481	9925	0.24	0.75	872	11028	0.43	0.84	600	9888	0.29	0.75	839	10459	0.41	0.79	980	10762	0.48	0.81	1070	10950	0.52	0.83	1132	11077	0.55	0.84
FOLK_E_00389_SE_01	1893	11798	286	7890	0.15	0.67	432	8675	0.23	0.74	800	9799	0.42	0.83	555	8878	0.29	0.75	820	9536	0.43	0.81	970	9864	0.51	0.84	1044	9980	0.55	0.85	1101	10078	0.58	0.85
FOLK_E_00390_SE_01	4783	40164	493	27181	0.10	0.68	765	29664	0.16	0.74	1536	33400	0.32	0.83	816	29803	0.17	0.74	1365	31868	0.29	0.79	1719	32839	0.36	0.82	1960	33455	0.41	0.83	2135	33804	0.45	0.84
FOLK_E_00391_SE_01	3066	30933	458	23034	0.15	0.74	714	25099	0.23	0.81	1278	27379	0.42	0.89	743	24813	0.24	0.80	1123	25988	0.37	0.84	1355	26616	0.44	0.86	1495	26912	0.49	0.87	1585	27101	0.52	0.88
FOLK_E_00392_SE_01	1082	11076	318	8547	0.29	0.77	466	9373	0.43	0.85	635	10108	0.59	0.91	413	9451	0.38	0.85	548	9853	0.51	0.89	602	9936	0.56	0.90	651	10031	0.60	0.91	675	10068	0.62	0.91
FOLK_E_00395_SE_01	599	3152	238	2506	0.40	0.80	314	2690	0.52	0.85	407	2837	0.68	0.90	295	2558	0.49	0.81	362	2682	0.60	0.85	385	2727	0.64	0.87	406	2756	0.68	0.87	418	2772	0.70	0.88
FOLK_E_00398_SE_01	705	4522	289	3551	0.41	0.79	392	3957	0.56	0.88	498	4166	0.71	0.92	337	3786	0.48	0.84	421	3985	0.60	0.88	455	4032	0.65	0.89	484	4068	0.69	0.90	506	4098	0.72	0.91
FOLK_E_00401_SE_01	1062	7235	337	5393	0.32	0.75	477	6062	0.45	0.84	658	6502	0.62	0.90	437	5975	0.41	0.83	566	6203	0.53	0.86	633	6301	0.60	0.87	673	6375	0.63	0.88	695	6420	0.65	0.89
