Speech Event	lemmas	tokens	GOETHE_A1 lemmas	GOETHE_A1 tokens	GOETHE_A1 lemmas ratio	GOETHE_A1 tokens ratio	GOETHE_A2 lemmas	GOETHE_A2 tokens	GOETHE_A2 lemmas ratio	GOETHE_A2 tokens ratio	GOETHE_B1 lemmas	GOETHE_B1 tokens	GOETHE_B1 lemmas ratio	GOETHE_B1 tokens ratio	HERDER_1000 lemmas	HERDER_1000 tokens	HERDER_1000 lemmas ratio	HERDER_1000 tokens ratio	HERDER_2000 lemmas	HERDER_2000 tokens	HERDER_2000 lemmas ratio	HERDER_2000 tokens ratio	HERDER_3000 lemmas	HERDER_3000 tokens	HERDER_3000 lemmas ratio	HERDER_3000 tokens ratio	HERDER_4000 lemmas	HERDER_4000 tokens	HERDER_4000 lemmas ratio	HERDER_4000 tokens ratio	HERDER_5000 lemmas	HERDER_5000 tokens	HERDER_5000 lemmas ratio	HERDER_5000 tokens ratio	
FOLK_E_00001_SE_01	880	6444	251	4681	0.29	0.73	352	5028	0.40	0.78	505	5445	0.57	0.84	373	4930	0.42	0.77	473	5229	0.54	0.81	521	5327	0.59	0.83	548	5378	0.62	0.83	559	5413	0.64	0.84
FOLK_E_00002_SE_01	673	2801	259	1975	0.38	0.71	361	2230	0.54	0.80	457	2359	0.68	0.84	301	2048	0.45	0.73	376	2179	0.56	0.78	422	2267	0.63	0.81	455	2325	0.68	0.83	473	2352	0.70	0.84
FOLK_E_00003_SE_01	601	3749	189	2597	0.31	0.69	257	2924	0.43	0.78	364	3219	0.61	0.86	303	3024	0.50	0.81	353	3109	0.59	0.83	386	3175	0.64	0.85	401	3198	0.67	0.85	416	3230	0.69	0.86
FOLK_E_00004_SE_01	1217	9535	307	6991	0.25	0.73	457	7669	0.38	0.80	702	8322	0.58	0.87	490	7696	0.40	0.81	655	8016	0.54	0.84	740	8192	0.61	0.86	790	8279	0.65	0.87	818	8336	0.67	0.87
FOLK_E_00005_SE_01	837	6322	247	4629	0.30	0.73	339	5095	0.41	0.81	475	5448	0.57	0.86	346	4914	0.41	0.78	438	5197	0.52	0.82	481	5316	0.57	0.84	512	5373	0.61	0.85	528	5413	0.63	0.86
FOLK_E_00006_SE_01	855	5085	253	3661	0.30	0.72	339	3977	0.40	0.78	495	4312	0.58	0.85	373	3926	0.44	0.77	456	4123	0.53	0.81	500	4210	0.58	0.83	528	4255	0.62	0.84	546	4281	0.64	0.84
FOLK_E_00007_SE_01	1155	9190	281	6664	0.24	0.73	410	7339	0.35	0.80	629	7962	0.54	0.87	423	7195	0.37	0.78	558	7520	0.48	0.82	639	7683	0.55	0.84	685	7799	0.59	0.85	715	7841	0.62	0.85
FOLK_E_00008_SE_01	959	5759	257	4144	0.27	0.72	365	4498	0.38	0.78	521	4845	0.54	0.84	393	4399	0.41	0.76	480	4570	0.50	0.79	531	4671	0.55	0.81	563	4722	0.59	0.82	582	4753	0.61	0.83
FOLK_E_00009_SE_01	758	4529	229	3314	0.30	0.73	317	3561	0.42	0.79	448	3843	0.59	0.85	344	3525	0.45	0.78	419	3674	0.55	0.81	454	3729	0.60	0.82	483	3773	0.64	0.83	503	3811	0.66	0.84
FOLK_E_00010_SE_01	536	4937	212	3713	0.40	0.75	295	4067	0.55	0.82	375	4348	0.70	0.88	276	3889	0.51	0.79	316	4005	0.59	0.81	339	4104	0.63	0.83	354	4161	0.66	0.84	364	4215	0.68	0.85
FOLK_E_00011_SE_01	1156	19568	328	15529	0.28	0.79	472	16640	0.41	0.85	668	17595	0.58	0.90	406	16433	0.35	0.84	518	16828	0.45	0.86	578	17088	0.50	0.87	617	17380	0.53	0.89	641	17421	0.55	0.89
FOLK_E_00012_SE_01	427	4680	189	3811	0.44	0.81	258	4066	0.60	0.87	314	4275	0.74	0.91	239	3933	0.56	0.84	277	4046	0.65	0.86	298	4079	0.70	0.87	309	4102	0.72	0.88	318	4116	0.74	0.88
FOLK_E_00013_SE_01	728	3727	249	2700	0.34	0.72	338	2947	0.46	0.79	443	3209	0.61	0.86	288	2713	0.40	0.73	354	2891	0.49	0.78	395	2983	0.54	0.80	430	3078	0.59	0.83	450	3109	0.62	0.83
FOLK_E_00014_SE_01	543	3300	225	2553	0.41	0.77	320	2836	0.59	0.86	391	2965	0.72	0.90	265	2642	0.49	0.80	322	2793	0.59	0.85	349	2827	0.64	0.86	371	2885	0.68	0.87	382	2901	0.70	0.88
FOLK_E_00015_SE_01	992	7157	250	5150	0.25	0.72	337	5636	0.34	0.79	513	6150	0.52	0.86	402	5733	0.41	0.80	509	5978	0.51	0.84	562	6062	0.57	0.85	595	6115	0.60	0.85	619	6151	0.62	0.86
FOLK_E_00016_SE_01	614	4364	240	3095	0.39	0.71	338	3461	0.55	0.79	427	3697	0.70	0.85	290	3237	0.47	0.74	356	3437	0.58	0.79	394	3532	0.64	0.81	421	3598	0.69	0.82	434	3619	0.71	0.83
FOLK_E_00017_SE_01	384	1505	170	1073	0.44	0.71	235	1249	0.61	0.83	270	1285	0.70	0.85	192	1118	0.50	0.74	223	1184	0.58	0.79	242	1224	0.63	0.81	258	1244	0.67	0.83	273	1271	0.71	0.84
FOLK_E_00018_SE_01	650	3963	284	3114	0.44	0.79	386	3411	0.59	0.86	472	3607	0.73	0.91	332	3256	0.51	0.82	397	3401	0.61	0.86	437	3460	0.67	0.87	460	3523	0.71	0.89	470	3546	0.72	0.89
FOLK_E_00020_SE_01	651	3930	260	2920	0.40	0.74	363	3221	0.56	0.82	448	3385	0.69	0.86	297	3058	0.46	0.78	360	3189	0.55	0.81	406	3273	0.62	0.83	427	3331	0.66	0.85	441	3350	0.68	0.85
FOLK_E_00021_SE_01	2796	46529	488	35868	0.17	0.77	753	38623	0.27	0.83	1170	41000	0.42	0.88	625	37923	0.22	0.82	896	39398	0.32	0.85	1044	39875	0.37	0.86	1167	40474	0.42	0.87	1264	40693	0.45	0.87
FOLK_E_00022_SE_01	1713	18459	423	14007	0.25	0.76	650	15503	0.38	0.84	961	16585	0.56	0.90	555	15422	0.32	0.84	778	16005	0.45	0.87	895	16230	0.52	0.88	979	16406	0.57	0.89	1040	16500	0.61	0.89
FOLK_E_00024_SE_01	2222	31074	457	24253	0.21	0.78	726	26471	0.33	0.85	1128	28206	0.51	0.91	596	25976	0.27	0.84	863	27026	0.39	0.87	1024	27393	0.46	0.88	1146	27683	0.52	0.89	1216	27838	0.55	0.90
FOLK_E_00026_SE_01	2271	30123	462	23404	0.20	0.78	723	25650	0.32	0.85	1169	27368	0.51	0.91	628	25474	0.28	0.85	937	26401	0.41	0.88	1101	26761	0.48	0.89	1231	27080	0.54	0.90	1310	27228	0.58	0.90
FOLK_E_00027_SE_01	687	4670	244	3647	0.36	0.78	348	4003	0.51	0.86	448	4237	0.65	0.91	334	3869	0.49	0.83	400	3993	0.58	0.86	432	4080	0.63	0.87	456	4126	0.66	0.88	471	4147	0.69	0.89
FOLK_E_00028_SE_01	854	3997	175	2555	0.20	0.64	251	2815	0.29	0.70	394	3119	0.46	0.78	324	2921	0.38	0.73	399	3074	0.47	0.77	443	3135	0.52	0.78	474	3176	0.56	0.79	500	3217	0.59	0.80
FOLK_E_00029_SE_01	342	1779	142	1318	0.42	0.74	185	1438	0.54	0.81	239	1555	0.70	0.87	196	1423	0.57	0.80	218	1469	0.64	0.83	234	1486	0.68	0.84	242	1501	0.71	0.84	247	1522	0.72	0.86
FOLK_E_00030_SE_01	1248	8940	334	6686	0.27	0.75	461	7234	0.37	0.81	618	7639	0.50	0.85	389	6861	0.31	0.77	486	7142	0.39	0.80	534	7253	0.43	0.81	578	7342	0.46	0.82	604	7389	0.48	0.83
FOLK_E_00031_SE_01	437	2277	151	1660	0.35	0.73	200	1784	0.46	0.78	275	1920	0.63	0.84	227	1787	0.52	0.78	258	1842	0.59	0.81	268	1860	0.61	0.82	281	1890	0.64	0.83	286	1909	0.65	0.84
FOLK_E_00032_SE_01	719	3622	196	2404	0.27	0.66	274	2692	0.38	0.74	402	2977	0.56	0.82	337	2800	0.47	0.77	419	2919	0.58	0.81	464	3006	0.65	0.83	489	3050	0.68	0.84	507	3086	0.71	0.85
FOLK_E_00033_SE_01	795	4643	208	3274	0.26	0.71	278	3519	0.35	0.76	420	3862	0.53	0.83	346	3624	0.44	0.78	436	3807	0.55	0.82	491	3904	0.62	0.84	512	3938	0.64	0.85	533	3970	0.67	0.86
FOLK_E_00034_SE_01	770	4190	186	2892	0.24	0.69	265	3130	0.34	0.75	405	3442	0.53	0.82	334	3186	0.43	0.76	422	3376	0.55	0.81	465	3497	0.60	0.83	493	3534	0.64	0.84	516	3566	0.67	0.85
FOLK_E_00035_SE_01	824	4094	214	2789	0.26	0.68	303	3064	0.37	0.75	468	3430	0.57	0.84	370	3124	0.45	0.76	449	3279	0.54	0.80	495	3369	0.60	0.82	523	3403	0.63	0.83	545	3430	0.66	0.84
FOLK_E_00036_SE_01	766	4301	211	2928	0.28	0.68	282	3182	0.37	0.74	417	3589	0.54	0.83	343	3375	0.45	0.78	426	3564	0.56	0.83	473	3645	0.62	0.85	504	3704	0.66	0.86	519	3735	0.68	0.87
FOLK_E_00037_SE_01	714	3133	189	2035	0.26	0.65	248	2233	0.35	0.71	375	2527	0.53	0.81	303	2357	0.42	0.75	383	2492	0.54	0.80	422	2571	0.59	0.82	450	2610	0.63	0.83	473	2641	0.66	0.84
FOLK_E_00038_SE_01	642	3051	187	2002	0.29	0.66	256	2234	0.40	0.73	380	2543	0.59	0.83	319	2323	0.50	0.76	380	2451	0.59	0.80	412	2508	0.64	0.82	436	2555	0.68	0.84	451	2578	0.70	0.84
FOLK_E_00039_SE_01	1036	7727	356	5962	0.34	0.77	501	6495	0.48	0.84	678	6864	0.65	0.89	396	6176	0.38	0.80	528	6444	0.51	0.83	587	6525	0.57	0.84	633	6611	0.61	0.86	663	6652	0.64	0.86
FOLK_E_00040_SE_01	1064	7858	333	5908	0.31	0.75	457	6421	0.43	0.82	624	6801	0.59	0.87	409	6211	0.38	0.79	505	6470	0.47	0.82	558	6566	0.52	0.84	598	6655	0.56	0.85	616	6688	0.58	0.85
FOLK_E_00042_SE_01	1387	14789	384	11730	0.28	0.79	551	12699	0.40	0.86	777	13497	0.56	0.91	515	12593	0.37	0.85	674	13000	0.49	0.88	768	13161	0.55	0.89	834	13309	0.60	0.90	877	13375	0.63	0.90
FOLK_E_00043_SE_01	503	2247	203	1713	0.40	0.76	285	1903	0.57	0.85	343	2001	0.68	0.89	247	1816	0.49	0.81	303	1902	0.60	0.85	331	1940	0.66	0.86	348	1960	0.69	0.87	363	1985	0.72	0.88
FOLK_E_00044_SE_01	861	6499	260	4974	0.30	0.77	362	5428	0.42	0.84	508	5820	0.59	0.90	371	5327	0.43	0.82	465	5539	0.54	0.85	511	5609	0.59	0.86	545	5701	0.63	0.88	563	5737	0.65	0.88
FOLK_E_00045_SE_01	720	5388	268	4194	0.37	0.78	360	4535	0.50	0.84	478	4830	0.66	0.90	334	4385	0.46	0.81	405	4556	0.56	0.85	435	4603	0.60	0.85	464	4662	0.64	0.87	482	4687	0.67	0.87
FOLK_E_00046_SE_01	884	7362	310	5804	0.35	0.79	459	6418	0.52	0.87	606	6806	0.69	0.92	403	6194	0.46	0.84	514	6477	0.58	0.88	575	6582	0.65	0.89	617	6667	0.70	0.91	626	6684	0.71	0.91
FOLK_E_00047_SE_01	989	8478	324	6668	0.33	0.79	467	7356	0.47	0.87	629	7741	0.64	0.91	380	7010	0.38	0.83	503	7308	0.51	0.86	563	7437	0.57	0.88	607	7531	0.61	0.89	632	7565	0.64	0.89
FOLK_E_00048_SE_01	1174	11368	369	8944	0.31	0.79	534	9800	0.45	0.86	718	10422	0.61	0.92	434	9536	0.37	0.84	586	9897	0.50	0.87	659	10098	0.56	0.89	708	10209	0.60	0.90	734	10246	0.63	0.90
FOLK_E_00049_SE_01	896	5826	303	4566	0.34	0.78	418	4930	0.47	0.85	560	5260	0.63	0.90	378	4786	0.42	0.82	484	5026	0.54	0.86	537	5111	0.60	0.88	569	5176	0.64	0.89	585	5205	0.65	0.89
FOLK_E_00050_SE_01	466	2037	183	1502	0.39	0.74	238	1651	0.51	0.81	297	1755	0.64	0.86	227	1613	0.49	0.79	261	1665	0.56	0.82	283	1697	0.61	0.83	300	1726	0.64	0.85	309	1739	0.66	0.85
FOLK_E_00052_SE_01	740	3858	241	2766	0.33	0.72	330	3043	0.45	0.79	442	3257	0.60	0.84	308	2948	0.42	0.76	376	3089	0.51	0.80	412	3158	0.56	0.82	440	3200	0.59	0.83	457	3232	0.62	0.84
FOLK_E_00053_SE_01	543	2904	233	2272	0.43	0.78	313	2474	0.58	0.85	384	2623	0.71	0.90	264	2396	0.49	0.83	324	2482	0.60	0.85	355	2524	0.65	0.87	376	2565	0.69	0.88	384	2576	0.71	0.89
FOLK_E_00055_SE_01	2283	28515	519	22196	0.23	0.78	793	24372	0.35	0.85	1220	26056	0.53	0.91	634	24029	0.28	0.84	942	24953	0.41	0.88	1106	25311	0.48	0.89	1241	25616	0.54	0.90	1318	25745	0.58	0.90
FOLK_E_00056_SE_01	943	5279	223	3493	0.24	0.66	320	3825	0.34	0.72	479	4259	0.51	0.81	381	3929	0.40	0.74	469	4075	0.50	0.77	515	4148	0.55	0.79	553	4203	0.59	0.80	580	4259	0.62	0.81
FOLK_E_00057_SE_01	1240	7925	260	5577	0.21	0.70	379	6076	0.31	0.77	594	6667	0.48	0.84	436	6180	0.35	0.78	573	6470	0.46	0.82	652	6610	0.53	0.83	699	6692	0.56	0.84	727	6736	0.59	0.85
FOLK_E_00058_SE_01	1294	8950	306	6492	0.24	0.73	435	7157	0.34	0.80	653	7730	0.50	0.86	484	7154	0.37	0.80	613	7404	0.47	0.83	705	7532	0.54	0.84	756	7656	0.58	0.86	796	7708	0.62	0.86
FOLK_E_00059_SE_01	1233	7355	287	5227	0.23	0.71	402	5592	0.33	0.76	613	6071	0.50	0.83	460	5624	0.37	0.76	605	5885	0.49	0.80	691	6026	0.56	0.82	742	6099	0.60	0.83	781	6167	0.63	0.84
FOLK_E_00060_SE_01	881	4976	215	3209	0.24	0.64	300	3516	0.34	0.71	466	3938	0.53	0.79	371	3613	0.42	0.73	478	3897	0.54	0.78	526	3998	0.60	0.80	556	4073	0.63	0.82	584	4111	0.66	0.83
FOLK_E_00061_SE_01	795	4446	214	3146	0.27	0.71	290	3431	0.36	0.77	446	3765	0.56	0.85	344	3470	0.43	0.78	433	3647	0.54	0.82	474	3708	0.60	0.83	503	3755	0.63	0.84	519	3775	0.65	0.85
FOLK_E_00062_SE_01	985	3980	241	2624	0.24	0.66	336	2911	0.34	0.73	494	3213	0.50	0.81	395	2908	0.40	0.73	496	3055	0.50	0.77	548	3148	0.56	0.79	587	3197	0.60	0.80	612	3232	0.62	0.81
FOLK_E_00064_SE_01	4079	46420	458	33434	0.11	0.72	725	36499	0.18	0.79	1412	40359	0.35	0.87	779	36196	0.19	0.78	1287	38298	0.32	0.83	1585	39276	0.39	0.85	1803	39757	0.44	0.86	1940	40036	0.48	0.86
FOLK_E_00066_SE_01	2676	22868	490	16563	0.18	0.72	750	18006	0.28	0.79	1188	19440	0.44	0.85	626	17805	0.23	0.78	916	18756	0.34	0.82	1100	19097	0.41	0.84	1242	19434	0.46	0.85	1319	19560	0.49	0.86
FOLK_E_00068_SE_01	3975	46523	465	33614	0.12	0.72	735	36725	0.18	0.79	1388	40307	0.35	0.87	763	35989	0.19	0.77	1238	37857	0.31	0.81	1515	38922	0.38	0.84	1712	39416	0.43	0.85	1846	39700	0.46	0.85
FOLK_E_00069_SE_01	4044	46867	458	33585	0.11	0.72	712	36656	0.18	0.78	1355	40226	0.34	0.86	760	36558	0.19	0.78	1218	38353	0.30	0.82	1473	39178	0.36	0.84	1688	39745	0.42	0.85	1821	40230	0.45	0.86
FOLK_E_00070_SE_01	4157	48210	456	34504	0.11	0.72	720	37495	0.17	0.78	1392	41444	0.33	0.86	780	37539	0.19	0.78	1260	39444	0.30	0.82	1540	40361	0.37	0.84	1771	40993	0.43	0.85	1905	41475	0.46	0.86
FOLK_E_00074_SE_01	780	5355	269	3966	0.34	0.74	378	4354	0.48	0.81	528	4702	0.68	0.88	368	4336	0.47	0.81	463	4538	0.59	0.85	511	4612	0.66	0.86	535	4649	0.69	0.87	546	4685	0.70	0.87
FOLK_E_00076_SE_01	548	1883	192	1250	0.35	0.66	255	1371	0.47	0.73	331	1497	0.60	0.80	226	1286	0.41	0.68	284	1390	0.52	0.74	318	1440	0.58	0.76	343	1483	0.63	0.79	360	1518	0.66	0.81
FOLK_E_00077_SE_01	741	3735	262	2793	0.35	0.75	358	3060	0.48	0.82	465	3292	0.63	0.88	325	2957	0.44	0.79	407	3089	0.55	0.83	436	3126	0.59	0.84	471	3192	0.64	0.85	492	3221	0.66	0.86
FOLK_E_00079_SE_01	714	3632	265	2815	0.37	0.78	364	3075	0.51	0.85	458	3240	0.64	0.89	317	2932	0.44	0.81	404	3074	0.57	0.85	440	3128	0.62	0.86	466	3169	0.65	0.87	477	3191	0.67	0.88
FOLK_E_00080_SE_01	456	2244	194	1730	0.43	0.77	261	1914	0.57	0.85	328	2014	0.72	0.90	253	1835	0.55	0.82	295	1906	0.65	0.85	314	1929	0.69	0.86	334	1954	0.73	0.87	348	1977	0.76	0.88
FOLK_E_00081_SE_01	291	1004	142	774	0.49	0.77	180	853	0.62	0.85	227	910	0.78	0.91	179	851	0.62	0.85	201	877	0.69	0.87	210	886	0.72	0.88	216	895	0.74	0.89	220	903	0.76	0.90
FOLK_E_00082_SE_01	940	8783	271	6721	0.29	0.77	389	7383	0.41	0.84	555	7868	0.59	0.90	391	7260	0.42	0.83	495	7499	0.53	0.85	545	7644	0.58	0.87	580	7708	0.62	0.88	597	7728	0.64	0.88
FOLK_E_00083_SE_01	716	5124	238	3907	0.33	0.76	330	4217	0.46	0.82	446	4543	0.62	0.89	316	4083	0.44	0.80	394	4303	0.55	0.84	422	4347	0.59	0.85	442	4423	0.62	0.86	458	4459	0.64	0.87
FOLK_E_00084_SE_01	1317	13955	362	10686	0.27	0.77	541	11827	0.41	0.85	774	12776	0.59	0.92	478	11833	0.36	0.85	651	12267	0.49	0.88	721	12389	0.55	0.89	778	12556	0.59	0.90	811	12613	0.62	0.90
FOLK_E_00085_SE_01	214	656	115	501	0.54	0.76	142	548	0.66	0.84	174	591	0.81	0.90	141	534	0.66	0.81	158	560	0.74	0.85	164	567	0.77	0.86	171	574	0.80	0.88	176	579	0.82	0.88
FOLK_E_00086_SE_01	338	2499	152	1908	0.45	0.76	189	2005	0.56	0.80	248	2232	0.73	0.89	180	1938	0.53	0.78	219	2125	0.65	0.85	233	2169	0.69	0.87	243	2184	0.72	0.87	247	2200	0.73	0.88
FOLK_E_00087_SE_01	310	1773	150	1351	0.48	0.76	190	1480	0.61	0.83	237	1615	0.76	0.91	184	1426	0.59	0.80	210	1492	0.68	0.84	222	1517	0.72	0.86	227	1530	0.73	0.86	232	1543	0.75	0.87
FOLK_E_00088_SE_01	560	2869	217	2187	0.39	0.76	298	2390	0.53	0.83	382	2579	0.68	0.90	298	2384	0.53	0.83	359	2474	0.64	0.86	383	2524	0.68	0.88	405	2555	0.72	0.89	413	2567	0.74	0.89
FOLK_E_00089_SE_01	393	2949	166	2226	0.42	0.75	210	2454	0.53	0.83	276	2662	0.70	0.90	213	2410	0.54	0.82	243	2503	0.62	0.85	256	2546	0.65	0.86	267	2583	0.68	0.88	277	2610	0.70	0.89
FOLK_E_00090_SE_01	353	2669	159	2011	0.45	0.75	199	2179	0.56	0.82	250	2396	0.71	0.90	186	2181	0.53	0.82	219	2288	0.62	0.86	235	2321	0.67	0.87	247	2350	0.70	0.88	258	2370	0.73	0.89
FOLK_E_00091_SE_01	365	2726	159	2086	0.44	0.77	196	2206	0.54	0.81	257	2462	0.70	0.90	191	2130	0.52	0.78	228	2284	0.62	0.84	240	2326	0.66	0.85	252	2358	0.69	0.87	257	2374	0.70	0.87
FOLK_E_00092_SE_01	336	1560	137	1129	0.41	0.72	199	1269	0.59	0.81	249	1365	0.74	0.88	207	1262	0.62	0.81	236	1321	0.70	0.85	243	1332	0.72	0.85	254	1346	0.76	0.86	259	1352	0.77	0.87
FOLK_E_00093_SE_01	371	2646	173	1944	0.47	0.73	218	2075	0.59	0.78	283	2351	0.76	0.89	212	2096	0.57	0.79	247	2198	0.67	0.83	264	2252	0.71	0.85	281	2307	0.76	0.87	289	2336	0.78	0.88
FOLK_E_00094_SE_01	353	2805	151	1962	0.43	0.70	186	2143	0.53	0.76	247	2424	0.70	0.86	188	2081	0.53	0.74	218	2223	0.62	0.79	230	2270	0.65	0.81	239	2293	0.68	0.82	246	2308	0.70	0.82
FOLK_E_00095_SE_01	349	2536	167	1966	0.48	0.78	214	2104	0.61	0.83	262	2319	0.75	0.91	206	2055	0.59	0.81	234	2187	0.67	0.86	248	2220	0.71	0.88	259	2250	0.74	0.89	261	2269	0.75	0.89
FOLK_E_00096_SE_01	228	960	106	712	0.46	0.74	129	734	0.57	0.76	169	854	0.74	0.89	123	716	0.54	0.75	151	791	0.66	0.82	160	810	0.70	0.84	168	821	0.74	0.86	170	825	0.75	0.86
FOLK_E_00097_SE_01	296	1595	138	1133	0.47	0.71	182	1260	0.61	0.79	233	1433	0.79	0.90	178	1222	0.60	0.77	203	1279	0.69	0.80	217	1312	0.73	0.82	227	1336	0.77	0.84	233	1352	0.79	0.85
FOLK_E_00098_SE_01	214	1297	111	997	0.52	0.77	133	1076	0.62	0.83	171	1181	0.80	0.91	129	1043	0.60	0.80	149	1083	0.70	0.84	157	1115	0.73	0.86	160	1120	0.75	0.86	166	1137	0.78	0.88
FOLK_E_00099_SE_01	318	2807	152	2143	0.48	0.76	185	2318	0.58	0.83	235	2558	0.74	0.91	174	2280	0.55	0.81	205	2396	0.64	0.85	220	2427	0.69	0.86	229	2459	0.72	0.88	235	2493	0.74	0.89
FOLK_E_00100_SE_01	399	2963	155	2152	0.39	0.73	207	2369	0.52	0.80	262	2605	0.66	0.88	201	2314	0.50	0.78	234	2457	0.59	0.83	247	2488	0.62	0.84	261	2520	0.65	0.85	268	2547	0.67	0.86
FOLK_E_00101_SE_01	333	3020	152	2326	0.46	0.77	191	2514	0.57	0.83	245	2733	0.74	0.90	191	2485	0.57	0.82	226	2602	0.68	0.86	233	2614	0.70	0.87	245	2671	0.74	0.88	252	2695	0.76	0.89
FOLK_E_00102_SE_01	255	1415	122	1097	0.48	0.78	151	1177	0.59	0.83	196	1276	0.77	0.90	146	1149	0.57	0.81	175	1204	0.69	0.85	184	1220	0.72	0.86	192	1236	0.75	0.87	197	1247	0.77	0.88
FOLK_E_00103_SE_01	374	3978	175	2957	0.47	0.74	210	3195	0.56	0.80	269	3561	0.72	0.90	210	3185	0.56	0.80	243	3360	0.65	0.84	254	3416	0.68	0.86	270	3457	0.72	0.87	274	3484	0.73	0.88
FOLK_E_00104_SE_01	237	1260	125	1003	0.53	0.80	150	1071	0.63	0.85	182	1144	0.77	0.91	142	999	0.60	0.79	163	1043	0.69	0.83	168	1058	0.71	0.84	174	1068	0.73	0.85	179	1076	0.76	0.85
FOLK_E_00105_SE_01	517	4745	207	3434	0.40	0.72	263	3851	0.51	0.81	346	4215	0.67	0.89	253	3801	0.49	0.80	307	4069	0.59	0.86	329	4128	0.64	0.87	348	4181	0.67	0.88	355	4203	0.69	0.89
FOLK_E_00106_SE_01	290	1778	142	1323	0.49	0.74	181	1459	0.62	0.82	227	1629	0.78	0.92	173	1441	0.60	0.81	199	1513	0.69	0.85	210	1537	0.72	0.86	223	1572	0.77	0.88	227	1584	0.78	0.89
FOLK_E_00107_SE_01	211	1066	125	855	0.59	0.80	149	914	0.71	0.86	175	996	0.83	0.93	139	893	0.66	0.84	154	931	0.73	0.87	159	938	0.75	0.88	164	953	0.78	0.89	168	971	0.80	0.91
FOLK_E_00108_SE_01	302	2017	155	1507	0.51	0.75	189	1632	0.63	0.81	235	1868	0.78	0.93	177	1621	0.59	0.80	208	1736	0.69	0.86	217	1768	0.72	0.88	225	1802	0.75	0.89	231	1825	0.76	0.90
FOLK_E_00109_SE_01	255	1425	129	1102	0.51	0.77	158	1175	0.62	0.82	194	1300	0.76	0.91	142	1126	0.56	0.79	167	1211	0.65	0.85	174	1234	0.68	0.87	181	1255	0.71	0.88	189	1272	0.74	0.89
FOLK_E_00110_SE_01	348	2920	162	2164	0.47	0.74	195	2354	0.56	0.81	254	2623	0.73	0.90	189	2264	0.54	0.78	219	2388	0.63	0.82	236	2431	0.68	0.83	247	2500	0.71	0.86	254	2534	0.73	0.87
FOLK_E_00111_SE_01	507	2356	186	1765	0.37	0.75	252	1933	0.50	0.82	327	2084	0.64	0.88	239	1868	0.47	0.79	286	1951	0.56	0.83	317	2001	0.63	0.85	337	2033	0.66	0.86	349	2045	0.69	0.87
FOLK_E_00112_SE_01	483	1825	207	1402	0.43	0.77	257	1489	0.53	0.82	332	1607	0.69	0.88	243	1437	0.50	0.79	279	1496	0.58	0.82	308	1530	0.64	0.84	330	1558	0.68	0.85	339	1568	0.70	0.86
FOLK_E_00113_SE_01	280	1239	138	977	0.49	0.79	165	1059	0.59	0.85	207	1124	0.74	0.91	161	1023	0.58	0.83	184	1050	0.66	0.85	190	1057	0.68	0.85	199	1074	0.71	0.87	207	1083	0.74	0.87
FOLK_E_00114_SE_01	1067	8552	330	6508	0.31	0.76	482	7079	0.45	0.83	688	7682	0.64	0.90	438	7010	0.41	0.82	580	7303	0.54	0.85	645	7426	0.60	0.87	697	7502	0.65	0.88	723	7542	0.68	0.88
FOLK_E_00115_SE_01	718	3674	271	2730	0.38	0.74	370	2978	0.52	0.81	495	3252	0.69	0.89	343	2926	0.48	0.80	427	3042	0.59	0.83	471	3110	0.66	0.85	499	3147	0.69	0.86	512	3166	0.71	0.86
FOLK_E_00116_SE_01	158	452	97	349	0.61	0.77	111	365	0.70	0.81	127	405	0.80	0.90	96	342	0.61	0.76	115	368	0.73	0.81	120	375	0.76	0.83	125	384	0.79	0.85	126	385	0.80	0.85
FOLK_E_00117_SE_01	627	3160	229	2415	0.37	0.76	310	2626	0.49	0.83	413	2807	0.66	0.89	281	2518	0.45	0.80	343	2620	0.55	0.83	376	2667	0.60	0.84	407	2721	0.65	0.86	422	2739	0.67	0.87
FOLK_E_00118_SE_01	874	4867	287	3745	0.33	0.77	401	4030	0.46	0.83	567	4362	0.65	0.90	359	3905	0.41	0.80	469	4099	0.54	0.84	519	4173	0.59	0.86	559	4232	0.64	0.87	585	4261	0.67	0.88
FOLK_E_00119_SE_01	956	6320	307	4695	0.32	0.74	453	5258	0.47	0.83	596	5559	0.62	0.88	386	5020	0.40	0.79	492	5283	0.51	0.84	554	5388	0.58	0.85	594	5459	0.62	0.86	618	5495	0.65	0.87
FOLK_E_00120_SE_01	726	4566	230	3399	0.32	0.74	337	3756	0.46	0.82	485	4077	0.67	0.89	359	3716	0.49	0.81	447	3855	0.62	0.84	490	3941	0.67	0.86	518	3981	0.71	0.87	540	4018	0.74	0.88
FOLK_E_00121_SE_01	1313	11256	309	8195	0.24	0.73	468	9065	0.36	0.81	730	9938	0.56	0.88	492	8980	0.37	0.80	657	9389	0.50	0.83	741	9579	0.56	0.85	805	9692	0.61	0.86	847	9798	0.65	0.87
FOLK_E_00123_SE_01	499	2250	162	1572	0.32	0.70	211	1703	0.42	0.76	299	1883	0.60	0.84	248	1701	0.50	0.76	289	1778	0.58	0.79	316	1842	0.63	0.82	333	1860	0.67	0.83	342	1880	0.69	0.84
