Datei	Artikulationsrate
GWSS_E_00001_SE_01.txt	5.277031615357081
GWSS_E_00002_SE_01.txt	4.6533750382464225
GWSS_E_00003_SE_01.txt	3.788861016039389
GWSS_E_00004_SE_01.txt	3.6113063646672448
GWSS_E_00005_SE_01.txt	3.9239564305527357
GWSS_E_00006_SE_01.txt	4.911257700623004
GWSS_E_00007_SE_01.txt	4.56860917299888
GWSS_E_00008_SE_01.txt	4.739761086985217
GWSS_E_00009_SE_01.txt	4.353443804170479
GWSS_E_00010_SE_01.txt	4.873363832430019
GWSS_E_00011_SE_01.txt	4.394005032085412
GWSS_E_00012_SE_01.txt	4.2535613561708985
GWSS_E_00013_SE_01.txt	4.649759546508395
GWSS_E_00014_SE_01.txt	4.460791297939006
GWSS_E_00015_SE_01.txt	5.008456593808523
GWSS_E_00016_SE_01.txt	4.701190751939715
GWSS_E_00017_SE_01.txt	4.504180328419422
GWSS_E_00018_SE_01.txt	4.963380632028344
GWSS_E_00019_SE_01.txt	4.4284030057055155
GWSS_E_00020_SE_01.txt	4.707032361888868
GWSS_E_00021_SE_01.txt	4.3216665018601725
GWSS_E_00022_SE_01.txt	4.4653437637546505
GWSS_E_00023_SE_01.txt	5.070920774454092
GWSS_E_00024_SE_01.txt	5.085530873509411
GWSS_E_00025_SE_01.txt	4.595016318081957
GWSS_E_00026_SE_01.txt	4.361661105156565
GWSS_E_00027_SE_01.txt	4.488625349126861
GWSS_E_00028_SE_01.txt	5.2435902518996444
GWSS_E_00029_SE_01.txt	5.106852671349973
GWSS_E_00030_SE_01.txt	4.424684918917441
GWSS_E_00031_SE_01.txt	4.643356088472102
GWSS_E_00032_SE_01.txt	4.985041086247288
GWSS_E_00033_SE_01.txt	4.635907814230502
GWSS_E_00034_SE_01.txt	5.095679109210152
GWSS_E_00035_SE_01.txt	5.625380654448819
GWSS_E_00036_SE_01.txt	5.615982122133045
GWSS_E_00040_SE_01.txt	5.25718905846409
GWSS_E_00041_SE_01.txt	5.638055799923597
GWSS_E_00042_SE_01.txt	5.58251620979907
GWSS_E_00047_SE_01.txt	5.476720842614747
GWSS_E_00050_SE_01.txt	4.942245497289137
GWSS_E_00051_SE_01.txt	4.702851208440028
GWSS_E_00052_SE_01.txt	5.348906587292015
GWSS_E_00053_SE_01.txt	4.9417448076893855
GWSS_E_00054_SE_01.txt	4.772719409540872
GWSS_E_00055_SE_01.txt	4.689447490858315
GWSS_E_00056_SE_01.txt	5.570136103886319
GWSS_E_00057_SE_01.txt	5.266144902873361
GWSS_E_00058_SE_01.txt	5.4100378489006
GWSS_E_00059_SE_01.txt	5.161165776190518
GWSS_E_00060_SE_01.txt	5.016700899333791
GWSS_E_00061_SE_01.txt	4.84775912713567
GWSS_E_00062_SE_01.txt	4.673379584740709
GWSS_E_00063_SE_01.txt	5.011048820867002
GWSS_E_00064_SE_01.txt	4.569607277565399
GWSS_E_00065_SE_01.txt	4.7102826707218375
GWSS_E_00066_SE_01.txt	3.941490484474554
GWSS_E_00067_SE_01.txt	4.462552931140729
GWSS_E_00069_SE_01.txt	3.569832629184269
GWSS_E_00070_SE_01.txt	3.545612663358284
GWSS_E_00071_SE_01.txt	4.0906852179326645
GWSS_E_00072_SE_01.txt	3.0904843095503614
GWSS_E_00073_SE_01.txt	3.4868424269988245
GWSS_E_00074_SE_01.txt	4.205322678946306
GWSS_E_00075_SE_01.txt	4.379673675121638
GWSS_E_00076_SE_01.txt	4.44232482396932
GWSS_E_00077_SE_01.txt	4.658440426710553
GWSS_E_00078_SE_01.txt	4.091874421837843
GWSS_E_00079_SE_01.txt	4.424933872972369
GWSS_E_00080_SE_01.txt	4.728831574703457
GWSS_E_00081_SE_01.txt	4.536060276606419
GWSS_E_00082_SE_01.txt	3.943996289222946
GWSS_E_00083_SE_01.txt	4.058033249493894
GWSS_E_00084_SE_01.txt	4.207528220602403
GWSS_E_00085_SE_01.txt	3.4276573866016666
GWSS_E_00086_SE_01.txt	3.061535886910211
GWSS_E_00087_SE_01.txt	3.1527259908744703
